geo_point_2d;Geo Shape;id_local;id_osm;code_com;coordonneesxy;capacite;capacite_cargo;type_accroche;mobilier;acces;gratuit;protection;couverture;surveillance;lumiere;url_info;d_service;source;proprietaire;gestionnaire;date_maj;commentaires
47.280593851533226, -2.215512772096355;"{""coordinates"": [-2.215512772096355, 47.280593851533226], ""type"": ""Point""}";536;;44184;[-2.215512772096352,47.280593851533276];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27117957854116, -2.204244950588573;"{""coordinates"": [-2.204244950588573, 47.27117957854116], ""type"": ""Point""}";548;n5834058088;44184;[-2.20424495058857,47.271179578541194];20;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30373528230649, -2.271249963341669;"{""coordinates"": [-2.271249963341669, 47.30373528230649], ""type"": ""Point""}";556;;44184;[-2.2712499633416616,47.30373528230653];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.31862139999997, -2.3019656;"{""coordinates"": [-2.3019656, 47.31862139999997], ""type"": ""Point""}";166;n8532097761;44151;[-2.3019656000000035,47.318621400000005];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.285440835986755, -2.209155595955997;"{""coordinates"": [-2.209155595955997, 47.285440835986755], ""type"": ""Point""}";656;;44184;[-2.209155595955997,47.285440835986805];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.29974419999996, -2.1990219;"{""coordinates"": [-2.1990219, 47.29974419999996], ""type"": ""Point""}";30;n3260185694;44210;[-2.1990219000000044,47.29974420000001];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.35222909999995, -2.1785912;"{""coordinates"": [-2.1785912, 47.35222909999995], ""type"": ""Point""}";189;n8789305839;44176;[-2.1785912000000036,47.35222910000001];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.36125819999995, -2.1863805;"{""coordinates"": [-2.1863805, 47.36125819999995], ""type"": ""Point""}";191;n8789323403;44168;[-2.186380500000004,47.36125820000001];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.311680099999954, -2.3121464;"{""coordinates"": [-2.3121464, 47.311680099999954], ""type"": ""Point""}";193;n8789262043;44151;[-2.3121464000000063,47.3116801];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.31909549999995, -2.0747938;"{""coordinates"": [-2.0747938, 47.31909549999995], ""type"": ""Point""}";226;n8791232381;44052;[-2.0747938000000037,47.3190955];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.285779085438854, -2.211473929614644;"{""coordinates"": [-2.211473929614644, 47.285779085438854], ""type"": ""Point""}";515;w149946951;44184;[-2.2114739296146415,47.28577908543889];36;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Faux;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Vrai;https://www.velyceo.com/abris-velos;;"© les contributeurs d’OpenStreetMap ; © CARENE";;STRAN;2024-02-23;"Abonnement annuel 12 € ; Accès avec le pass mobilité Ycéo délivré à l’Espace Mobilité Ycéo, 6 place Sémard à Saint-Nazaire (pièces justificatives demandées)"
47.39641749999995, -2.0922824;"{""coordinates"": [-2.0922824, 47.39641749999995], ""type"": ""Point""}";233;n8789439950;44013;[-2.092282400000004,47.396417499999984];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28074489999995, -2.2163095;"{""coordinates"": [-2.2163095, 47.28074489999995], ""type"": ""Point""}";254;n4006174779;44184;[-2.2163095000000026,47.280744899999995];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27704329999997, -2.21287140000001;"{""coordinates"": [-2.21287140000001, 47.27704329999997], ""type"": ""Point""}";46;n1655161356;44184;[-2.212871400000004,47.27704330000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27647439999995, -2.2229384;"{""coordinates"": [-2.2229384, 47.27647439999995], ""type"": ""Point""}";327;n1882052021;44184;[-2.2229384000000025,47.2764744];8;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27318339999996, -2.2054335;"{""coordinates"": [-2.2054335, 47.27318339999996], ""type"": ""Point""}";264;n4741757698;44184;[-2.2054335000000043,47.273183400000015];12;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27308909999995, -2.2315338;"{""coordinates"": [-2.2315338, 47.27308909999995], ""type"": ""Point""}";273;n5596448802;44184;[-2.2315338000000047,47.2730891];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25209749999996, -2.333559100000011;"{""coordinates"": [-2.333559100000011, 47.25209749999996], ""type"": ""Point""}";292;n7790897868;44132;[-2.333559100000004,47.25209749999999];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28353649999994, -2.2110337;"{""coordinates"": [-2.2110337, 47.28353649999994], ""type"": ""Point""}";111;n1833314251;44184;[-2.211033700000004,47.2835365];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27221279999994, -2.3555571;"{""coordinates"": [-2.3555571, 47.27221279999994], ""type"": ""Point""}";137;n1839685426;44132;[-2.355557100000003,47.272212799999984];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.290310899999945, -2.2015515;"{""coordinates"": [-2.2015515, 47.290310899999945], ""type"": ""Point""}";259;n3423782016;44184;[-2.2015515000000017,47.290310899999994];16;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29127909999995, -2.2624144;"{""coordinates"": [-2.2624144, 47.29127909999995], ""type"": ""Point""}";320;n8528581580;44184;[-2.2624144000000026,47.2912791];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.33247646929329, -2.160807017670525;"{""coordinates"": [-2.160807017670525, 47.33247646929329], ""type"": ""Point""}";670;;44103;[-2.1608070176705216,47.33247646929334];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;2024;CARENE;CARENE;CARENE;2024-08-20;
47.27126317315851, -2.278122656170331;"{""coordinates"": [-2.278122656170331, 47.27126317315851], ""type"": ""Point""}";671;;44184;[-2.278122656170331,47.27126317315856];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;2024;CARENE;CARENE;CARENE;2024-08-20;
47.28131739999994, -2.2044146;"{""coordinates"": [-2.2044146, 47.28131739999994], ""type"": ""Point""}";323;n8528572844;44184;[-2.204414600000006,47.28131739999999];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25909715339322, -2.326301169649471;"{""coordinates"": [-2.326301169649471, 47.25909715339322], ""type"": ""Point""}";14;n2734360268;44132;[-2.3263011696494775,47.25909715339327];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.269512, -2.3509732;"{""coordinates"": [-2.3509732, 47.269512], ""type"": ""Point""}";144;n1839685421;44132;[-2.3509732000000034,47.269512000000006];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30312789999995, -2.2102117;"{""coordinates"": [-2.2102117, 47.30312789999995], ""type"": ""Point""}";342;n1977761546;44210;[-2.210211700000006,47.303127900000014];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27260589999995, -2.3564422;"{""coordinates"": [-2.3564422, 47.27260589999995], ""type"": ""Point""}";147;n1839685415;44132;[-2.356442200000005,47.27260590000001];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27719192071337, -2.227427006531711;"{""coordinates"": [-2.227427006531711, 47.27719192071337], ""type"": ""Point""}";361;n2065642540;44184;[-2.2274270065317108,47.27719192071341];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.243383454765144, -2.283431924821552;"{""coordinates"": [-2.283431924821552, 47.243383454765144], ""type"": ""Point""}";366;n1995591585;44184;[-2.283431924821559,47.243383454765194];10;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26661539999995, -2.2511583;"{""coordinates"": [-2.2511583, 47.26661539999995], ""type"": ""Point""}";381;n2093349039;44184;[-2.251158300000005,47.26661540000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27578360593523, -2.213194406710728;"{""coordinates"": [-2.213194406710728, 47.27578360593523], ""type"": ""Point""}";384;n2357410650;44184;[-2.213194406710728,47.275783605935274];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.276617932425204, -2.213022666083003;"{""coordinates"": [-2.213022666083003, 47.276617932425204], ""type"": ""Point""}";390;n2357410648;44184;[-2.2130226660830092,47.27661793242525];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27963078089495, -2.211976356181221;"{""coordinates"": [-2.211976356181221, 47.27963078089495], ""type"": ""Point""}";406;n2561482211;44184;[-2.211976356181217,47.27963078089501];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2023-01-30;
47.27000896935199, -2.233211063631128;"{""coordinates"": [-2.233211063631128, 47.27000896935199], ""type"": ""Point""}";407;;44184;[-2.2332110636311313,47.27000896935204];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29112082654785, -2.261626943501996;"{""coordinates"": [-2.261626943501996, 47.29112082654785], ""type"": ""Point""}";415;;44184;[-2.261626943501999,47.2911208265479];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.274602, -2.210828;"{""coordinates"": [-2.210828, 47.274602], ""type"": ""Point""}";446;n8528695827;44184;[-2.210828000000002,47.27460200000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27648539999995, -2.2184427;"{""coordinates"": [-2.2184427, 47.27648539999995], ""type"": ""Point""}";447;n8528686211;44184;[-2.2184427000000033,47.276485400000006];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.257907799999956, -2.227747;"{""coordinates"": [-2.227747, 47.257907799999956], ""type"": ""Point""}";455;n8672339767;44184;[-2.227747000000003,47.2579078];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.25632549999997, -2.2566681;"{""coordinates"": [-2.2566681, 47.25632549999997], ""type"": ""Point""}";460;n8672295282;44184;[-2.256668100000005,47.256325500000024];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27784249999994, -2.2131274;"{""coordinates"": [-2.2131274, 47.27784249999994], ""type"": ""Point""}";468;n8676233760;44184;[-2.2131274000000016,47.27784250000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.28521639999995, -2.2119234;"{""coordinates"": [-2.2119234, 47.28521639999995], ""type"": ""Point""}";471;n8676230150;44184;[-2.211923400000003,47.285216399999996];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27258309999994, -2.2121037;"{""coordinates"": [-2.2121037, 47.27258309999994], ""type"": ""Point""}";489;n8528486170;44184;[-2.2121037000000046,47.27258309999999];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27021738434692, -2.211043917249393;"{""coordinates"": [-2.211043917249393, 47.27021738434692], ""type"": ""Point""}";35;n1655161148;44184;[-2.2110439172493885,47.27021738434696];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27055801479366, -2.209846457886422;"{""coordinates"": [-2.209846457886422, 47.27055801479366], ""type"": ""Point""}";79;n1667584758;44184;[-2.2098464578864214,47.27055801479368];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31468119999997, -2.3110794;"{""coordinates"": [-2.3110794, 47.31468119999997], ""type"": ""Point""}";181;n8789222736;44151;[-2.3110794000000032,47.31468120000003];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de Saint André des Eaux;2022-09-19;
47.31407379999996, -2.3115267;"{""coordinates"": [-2.3115267, 47.31407379999996], ""type"": ""Point""}";182;n8789222737;44151;[-2.311526700000004,47.31407380000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.29879198812996, -2.200527523812734;"{""coordinates"": [-2.200527523812734, 47.29879198812996], ""type"": ""Point""}";565;;44210;[-2.200527523812732,47.29879198813002];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26018837128524, -2.336558621664598;"{""coordinates"": [-2.336558621664598, 47.26018837128524], ""type"": ""Point""}";569;;44132;[-2.336558621664592,47.26018837128528];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26135080540585, -2.342248491663607;"{""coordinates"": [-2.342248491663607, 47.26135080540585], ""type"": ""Point""}";574;;44132;[-2.342248491663605,47.261350805405904];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.256676210514044, -2.256516087736693;"{""coordinates"": [-2.256516087736693, 47.256676210514044], ""type"": ""Point""}";587;;44184;[-2.2565160877366863,47.256676210514094];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.29971724417917, -2.201531799512406;"{""coordinates"": [-2.201531799512406, 47.29971724417917], ""type"": ""Point""}";25;n3260185723;44210;[-2.201531799512401,47.299717244179234];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.240158699999945, -2.2703722;"{""coordinates"": [-2.2703722, 47.240158699999945], ""type"": ""Point""}";27;n2890910955;44184;[-2.2703722000000037,47.2401587];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.264134499999955, -2.253593;"{""coordinates"": [-2.253593, 47.264134499999955], ""type"": ""Point""}";100;n1699841515;44184;[-2.2535930000000057,47.26413450000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.2614842438212, -2.262234668815012;"{""coordinates"": [-2.262234668815012, 47.2614842438212], ""type"": ""Point""}";101;n1837915367;44184;[-2.2622346688150117,47.26148424382126];6;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.273577117839096, -2.239756291856674;"{""coordinates"": [-2.239756291856674, 47.273577117839096], ""type"": ""Point""}";161;n1842656220;44184;[-2.2397562918566813,47.27357711783915];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.279379618841766, -2.217019763513792;"{""coordinates"": [-2.217019763513792, 47.279379618841766], ""type"": ""Point""}";611;;44184;[-2.2170197635137923,47.27937961884182];14;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.2958092565615, -2.191397198644736;"{""coordinates"": [-2.191397198644736, 47.2958092565615], ""type"": ""Point""}";508;;44184;[-2.1913971986447347,47.29580925656155];16;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.283255865157926, -2.212832695827271;"{""coordinates"": [-2.212832695827271, 47.283255865157926], ""type"": ""Point""}";512;;44184;[-2.212832695827271,47.28325586515797];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.446364299999956, -2.24249;"{""coordinates"": [-2.24249, 47.446364299999956], ""type"": ""Point""}";216;n8789359960;44030;[-2.2424900000000036,47.4463643];6;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.283457899999966, -2.2199305;"{""coordinates"": [-2.2199305, 47.283457899999966], ""type"": ""Point""}";11;n2717365371;44184;[-2.219930500000003,47.28345790000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.44709079999995, -2.2405008;"{""coordinates"": [-2.2405008, 47.44709079999995], ""type"": ""Point""}";205;n8789359965;44030;[-2.240500800000002,47.44709079999999];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.23820716314897, -2.280472841613152;"{""coordinates"": [-2.280472841613152, 47.23820716314897], ""type"": ""Point""}";263;n4682833474;44184;[-2.280472841613152,47.238207163149006];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2023-07-04;
47.27169659999994, -2.218663900000012;"{""coordinates"": [-2.218663900000012, 47.27169659999994], ""type"": ""Point""}";357;n2080063226;44184;[-2.218663900000006,47.2716966];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27082789999995, -2.3530063;"{""coordinates"": [-2.3530063, 47.27082789999995], ""type"": ""Point""}";133;n1839685430;44132;[-2.353006300000001,47.2708279];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26534225931604, -2.334916707266491;"{""coordinates"": [-2.334916707266491, 47.26534225931604], ""type"": ""Point""}";153;n1843789859;44132;[-2.3349167072664945,47.2653422593161];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
