geo_point_2d;Geo Shape;id_local;id_osm;code_com;coordonneesxy;capacite;capacite_cargo;type_accroche;mobilier;acces;gratuit;protection;couverture;surveillance;lumiere;url_info;d_service;source;proprietaire;gestionnaire;date_maj;commentaires
47.26707419999996, -2.3414276;"{""coordinates"": [-2.3414276, 47.26707419999996], ""type"": ""Point""}";307;n7794988512;44132;[-2.3414276000000047,47.2670742];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28576539999997, -2.2146877;"{""coordinates"": [-2.2146877, 47.28576539999997], ""type"": ""Point""}";321;n8528581581;44184;[-2.2146877000000025,47.28576540000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.261352548572034, -2.33987649394828;"{""coordinates"": [-2.33987649394828, 47.261352548572034], ""type"": ""Point""}";124;n1839656288;44132;[-2.33987649394828,47.26135254857208];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25910939999996, -2.2643447;"{""coordinates"": [-2.2643447, 47.25910939999996], ""type"": ""Point""}";332;n1852963619;44184;[-2.2643447000000037,47.25910940000001];8;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;parking à vélo du McDo
47.289632799999964, -2.2089145;"{""coordinates"": [-2.2089145, 47.289632799999964], ""type"": ""Point""}";341;n1993789897;44210;[-2.208914500000003,47.2896328];5;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.274882899999966, -2.22760430000001;"{""coordinates"": [-2.22760430000001, 47.274882899999966], ""type"": ""Point""}";344;n1981218755;44184;[-2.227604300000004,47.274882900000016];16;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.272210506321024, -2.209976660911972;"{""coordinates"": [-2.209976660911972, 47.272210506321024], ""type"": ""Point""}";352;n8528486168;44184;[-2.209976660911979,47.27221050632108];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.274583799999945, -2.2164591;"{""coordinates"": [-2.2164591, 47.274583799999945], ""type"": ""Point""}";365;n2015698514;44184;[-2.216459100000005,47.274583799999995];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26324689999995, -2.2430394;"{""coordinates"": [-2.2430394, 47.26324689999995], ""type"": ""Point""}";373;n2229564708;44184;[-2.2430394000000042,47.263246900000006];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27452139999996, -2.21345030000001;"{""coordinates"": [-2.21345030000001, 47.27452139999996], ""type"": ""Point""}";394;n2357410641;44184;[-2.2134503000000048,47.2745214];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27876319999994, -2.2122005;"{""coordinates"": [-2.2122005, 47.27876319999994], ""type"": ""Point""}";409;n2357410654;44184;[-2.2122005000000042,47.2787632];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29162846656019, -2.265519769647029;"{""coordinates"": [-2.265519769647029, 47.29162846656019], ""type"": ""Point""}";416;;44184;[-2.265519769647023,47.29162846656023];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.29269582012643, -2.275568968429391;"{""coordinates"": [-2.275568968429391, 47.29269582012643], ""type"": ""Point""}";418;;44184;[-2.2755689684293854,47.29269582012648];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.25973384247659, -2.341015979772484;"{""coordinates"": [-2.341015979772484, 47.25973384247659], ""type"": ""Point""}";433;n9040081467;44132;[-2.3410159797724797,47.25973384247665];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26152249999995, -2.2557196;"{""coordinates"": [-2.2557196, 47.26152249999995], ""type"": ""Point""}";452;n8672419369;44184;[-2.255719600000002,47.2615225];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.26360379999995, -2.2348985;"{""coordinates"": [-2.2348985, 47.26360379999995], ""type"": ""Point""}";457;n8672339769;44184;[-2.2348985000000035,47.26360379999999];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.277715899999954, -2.2117588;"{""coordinates"": [-2.2117588, 47.277715899999954], ""type"": ""Point""}";469;n8676233761;44184;[-2.2117588000000046,47.27771590000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.31348409999995, -2.3111897;"{""coordinates"": [-2.3111897, 47.31348409999995], ""type"": ""Point""}";179;n8789222740;44151;[-2.311189700000004,47.31348410000002];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.27044130311567, -2.344805493257056;"{""coordinates"": [-2.344805493257056, 47.27044130311567], ""type"": ""Point""}";581;;44132;[-2.3448054932570583,47.27044130311573];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26148188358618, -2.26223795985767;"{""coordinates"": [-2.26223795985767, 47.26148188358618], ""type"": ""Point""}";589;;44184;[-2.262237959857678,47.26148188358623];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.261907647576585, -2.254576464582141;"{""coordinates"": [-2.254576464582141, 47.261907647576585], ""type"": ""Point""}";591;;44184;[-2.2545764645821444,47.26190764757663];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.2592214373464, -2.227172604994483;"{""coordinates"": [-2.227172604994483, 47.2592214373464], ""type"": ""Point""}";595;;44184;[-2.227172604994479,47.25922143734645];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.30045319999994, -2.2036844;"{""coordinates"": [-2.2036844, 47.30045319999994], ""type"": ""Point""}";17;n3269202635;44210;[-2.203684400000003,47.30045319999999];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.273165199999966, -2.2066969;"{""coordinates"": [-2.2066969, 47.273165199999966], ""type"": ""Point""}";104;n1655161263;44184;[-2.206696900000003,47.27316520000002];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27275882295145, -2.231561247933076;"{""coordinates"": [-2.231561247933076, 47.27275882295145], ""type"": ""Point""}";605;;44184;[-2.2315612479330746,47.272758822951516];8;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27929246391654, -2.212471779086411;"{""coordinates"": [-2.212471779086411, 47.27929246391654], ""type"": ""Point""}";610;;44184;[-2.212471779086414,47.27929246391658];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27974957564379, -2.216924906675635;"{""coordinates"": [-2.216924906675635, 47.27974957564379], ""type"": ""Point""}";612;;44184;[-2.2169249066756422,47.27974957564384];14;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.28579130765806, -2.214029270140903;"{""coordinates"": [-2.214029270140903, 47.28579130765806], ""type"": ""Point""}";616;;44184;[-2.2140292701409043,47.285791307658094];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.282467553183174, -2.206272348091657;"{""coordinates"": [-2.206272348091657, 47.282467553183174], ""type"": ""Point""}";621;;44184;[-2.206272348091658,47.28246755318322];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.284095945102464, -2.204832430799339;"{""coordinates"": [-2.204832430799339, 47.284095945102464], ""type"": ""Point""}";622;;44184;[-2.204832430799342,47.284095945102514];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.300899692076435, -2.182288953333652;"{""coordinates"": [-2.182288953333652, 47.300899692076435], ""type"": ""Point""}";507;;44184;[-2.1822889533336527,47.300899692076484];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.442932899999946, -2.2466397;"{""coordinates"": [-2.2466397, 47.442932899999946], ""type"": ""Point""}";215;n8789359959;44030;[-2.246639700000003,47.442932899999995];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25861269999995, -2.3256316;"{""coordinates"": [-2.3256316, 47.25861269999995], ""type"": ""Point""}";13;n2734360223;44132;[-2.325631600000002,47.258612699999986];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.24034239999997, -2.27339;"{""coordinates"": [-2.27339, 47.24034239999997], ""type"": ""Point""}";32;n1655161195;44184;[-2.273390000000005,47.24034240000002];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30197109999994, -2.2086292;"{""coordinates"": [-2.2086292, 47.30197109999994], ""type"": ""Point""}";347;n1977761541;44210;[-2.2086292000000025,47.301971099999996];9;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© les contributeurs d’OpenStreetMap;;;2022-09-19;à vérifier
47.26469689999996, -2.226827800000011;"{""coordinates"": [-2.226827800000011, 47.26469689999996], ""type"": ""Point""}";358;n2081125702;44184;[-2.226827800000006,47.26469689999999];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27491949999996, -2.2178533;"{""coordinates"": [-2.2178533, 47.27491949999996], ""type"": ""Point""}";150;n1844621990;44184;[-2.217853300000003,47.27491950000001];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26458610995087, -2.344891902642945;"{""coordinates"": [-2.344891902642945, 47.26458610995087], ""type"": ""Point""}";163;n1839685439;44132;[-2.3448919026429427,47.26458610995092];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26066879999995, -2.2565327;"{""coordinates"": [-2.2565327, 47.26066879999995], ""type"": ""Point""}";93;n1699841518;44184;[-2.2565327000000033,47.2606688];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27437346509774, -2.214774106725032;"{""coordinates"": [-2.214774106725032, 47.27437346509774], ""type"": ""Point""}";95;n1734254657;44184;[-2.2147741067250295,47.27437346509778];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.262992299999944, -2.3398474;"{""coordinates"": [-2.3398474, 47.262992299999944], ""type"": ""Point""}";118;n1839656289;44132;[-2.339847400000004,47.26299230000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26350170584224, -2.340355057381653;"{""coordinates"": [-2.340355057381653, 47.26350170584224], ""type"": ""Point""}";119;n1839656294;44132;[-2.3403550573816476,47.26350170584229];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.45513159999995, -2.2319129;"{""coordinates"": [-2.2319129, 47.45513159999995], ""type"": ""Point""}";203;n8789398275;44030;[-2.2319129000000033,47.4551316];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29933435167277, -2.184584122106952;"{""coordinates"": [-2.184584122106952, 47.29933435167277], ""type"": ""Point""}";171;n8528596552;44184;[-2.184584122106949,47.29933435167282];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.32124789999997, -2.3082471;"{""coordinates"": [-2.3082471, 47.32124789999997], ""type"": ""Point""}";176;n8789234760;44151;[-2.3082471000000058,47.32124790000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31406629999995, -2.3114746;"{""coordinates"": [-2.3114746, 47.31406629999995], ""type"": ""Point""}";177;n8789222738;44151;[-2.311474600000005,47.3140663];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.24500372746562, -2.293299459228173;"{""coordinates"": [-2.293299459228173, 47.24500372746562], ""type"": ""Point""}";413;;44184;[-2.2932994592281726,47.24500372746568];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.28276359999996, -2.2112485;"{""coordinates"": [-2.2112485, 47.28276359999996], ""type"": ""Point""}";437;n1681877431;44184;[-2.2112485000000035,47.28276360000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27799239999996, -2.2170318;"{""coordinates"": [-2.2170318, 47.27799239999996], ""type"": ""Point""}";491;n8528465398;44184;[-2.2170318000000035,47.277992399999995];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
